"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 24","33,917.0","33,037.3","35,191.4","32,866.5","159.08K","2.65%"
"2023- 10- 23","33,041.8","29,984.2","34,375.6","29,891.4","133.46K","10.20%"
"2023- 10- 22","29,984.2","29,912.7","30,193.4","29,713.6","29.07K","0.24%"
"2023- 10- 21","29,912.9","29,674.7","30,264.8","29,469.1","34.68K","0.80%"
"2023- 10- 20","29,674.5","28,724.0","30,165.9","28,586.1","82.68K","3.31%"
"2023- 10- 19","28,723.0","28,321.8","28,883.8","28,170.2","50.10K","1.42%"
"2023- 10- 18","28,321.7","28,405.2","28,876.0","28,169.0","45.01K","-0.29%"
"2023- 10- 17","28,403.6","28,508.3","28,608.5","28,096.9","53.42K","-0.37%"
"2023- 10- 16","28,509.7","27,161.2","29,969.5","27,119.7","119.18K","4.96%"
"2023- 10- 15","27,161.2","26,852.8","27,286.9","26,812.6","21.95K","1.15%"
"2023- 10- 14","26,852.8","26,863.5","26,975.7","26,805.1","13.56K","-0.04%"
"2023- 10- 13","26,863.5","26,761.1","27,114.8","26,682.9","33.66K","0.38%"
"2023- 10- 12","26,761.1","26,878.2","26,942.8","26,565.3","32.75K","-0.43%"
"2023- 10- 11","26,876.6","27,391.9","27,475.9","26,558.4","55.78K","-1.88%"
"2023- 10- 10","27,391.0","27,581.5","27,728.1","27,300.1","34.32K","-0.69%"
"2023- 10- 09","27,581.4","27,922.7","27,986.4","27,279.5","44.81K","-1.22%"
"2023- 10- 08","27,922.7","27,961.1","28,097.5","27,714.4","24.11K","-0.14%"
"2023- 10- 07","27,961.1","27,935.5","28,021.3","27,859.0","17.29K","0.09%"
"2023- 10- 06","27,936.9","27,410.3","28,223.6","27,195.7","52.51K","1.92%"
"2023- 10- 05","27,410.3","27,783.5","28,089.1","27,371.7","46.26K","-1.37%"
"2023- 10- 04","27,790.9","27,428.7","27,832.7","27,242.5","40.93K","1.32%"
"2023- 10- 03","27,428.4","27,501.6","27,670.8","27,194.1","44.06K","-0.28%"
"2023- 10- 02","27,505.3","27,974.6","28,556.6","27,325.2","84.30K","-1.68%"
"2023- 10- 01","27,974.5","26,962.5","28,038.4","26,955.7","35.11K","3.75%"
"2023- 09- 30","26,962.7","26,908.1","27,085.7","26,887.5","17.55K","0.20%"
"2023- 09- 29","26,909.8","27,022.6","27,229.5","26,728.8","42.24K","-0.42%"
"2023- 09- 28","27,022.6","26,368.2","27,283.6","26,339.4","64.56K","2.49%"
"2023- 09- 27","26,366.1","26,218.9","26,836.9","26,109.1","50.80K","0.56%"
"2023- 09- 26","26,218.9","26,303.1","26,396.2","26,093.4","26.41K","-0.32%"
"2023- 09- 25","26,302.7","26,251.6","26,423.6","26,013.6","38.20K","0.20%"
"2023- 09- 24","26,251.5","26,579.0","26,727.6","26,162.2","22.32K","-1.23%"
"2023- 09- 23","26,579.2","26,581.7","26,636.2","26,517.5","12.92K","-0.01%"
"2023- 09- 22","26,581.9","26,569.5","26,736.4","26,488.5","28.79K","0.04%"
"2023- 09- 21","26,570.0","27,125.2","27,155.6","26,382.3","47.81K","-2.05%"
"2023- 09- 20","27,125.0","27,209.2","27,378.6","26,851.8","47.23K","-0.31%"
"2023- 09- 19","27,209.2","26,759.0","27,480.7","26,672.2","52.17K","1.67%"
"2023- 09- 18","26,763.5","26,530.3","27,413.3","26,405.2","63.35K","0.88%"
"2023- 09- 17","26,529.1","26,562.0","26,614.4","26,408.7","16.57K","-0.12%"
"2023- 09- 16","26,562.0","26,599.9","26,769.0","26,463.5","18.45K","-0.15%"
"2023- 09- 15","26,601.0","26,523.3","26,837.4","26,233.1","36.47K","0.29%"
"2023- 09- 14","26,524.7","26,223.0","26,760.3","26,148.6","53.82K","1.15%"
"2023- 09- 13","26,223.0","25,836.1","26,382.3","25,766.9","42.58K","1.50%"
"2023- 09- 12","25,834.5","25,166.4","26,472.6","25,133.5","78.71K","2.65%"
"2023- 09- 11","25,166.4","25,840.2","25,897.4","24,923.1","56.32K","-2.61%"
"2023- 09- 10","25,840.2","25,901.1","25,995.1","25,626.7","23.60K","-0.24%"
"2023- 09- 09","25,901.1","25,909.5","25,938.5","25,814.3","13.48K","-0.03%"
"2023- 09- 08","25,909.5","26,248.5","26,415.4","25,701.6","41.01K","-1.30%"
"2023- 09- 07","26,249.8","25,758.0","26,417.7","25,626.5","39.77K","1.91%"
"2023- 09- 06","25,758.0","25,790.1","26,018.4","25,411.7","37.78K","-0.13%"
"2023- 09- 05","25,790.2","25,824.4","25,864.0","25,596.3","28.40K","-0.13%"
"2023- 09- 04","25,823.3","25,971.0","26,094.2","25,660.9","27.13K","-0.57%"
"2023- 09- 03","25,971.0","25,869.7","26,090.4","25,816.6","21.36K","0.39%"
"2023- 09- 02","25,869.7","25,803.5","25,977.4","25,752.7","21.24K","0.26%"
"2023- 09- 01","25,803.2","25,938.3","26,144.9","25,361.9","58.08K","-0.52%"
"2023- 08- 31","25,937.3","27,300.6","27,464.5","25,731.0","69.11K","-4.99%"
"2023- 08- 30","27,298.8","27,723.9","27,757.3","27,043.2","46.54K","-1.53%"
"2023- 08- 29","27,723.9","26,118.1","28,046.0","25,919.8","98.32K","6.14%"
"2023- 08- 28","26,118.9","26,100.6","26,215.7","25,891.0","28.84K","0.07%"
"2023- 08- 27","26,100.6","26,017.1","26,176.8","25,968.7","14.29K","0.32%"
"2023- 08- 26","26,017.1","26,057.2","26,114.1","25,993.5","12.09K","-0.15%"
"2023- 08- 25","26,057.2","26,176.1","26,265.7","25,811.6","39.96K","-0.46%"
